20210126,龙华区,龙华中心,壹城九区高层南向三房，税费少，带装修，视野开阔必看好房,665万,中楼层                                    (共45层)                                                                      | 2017年建 |                                3室2厅 | 83.09平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_A63pBZ49e_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙华区,龙华中心,银泉花园 满五年唯一 红本在手 税费低一房一厅必看好房,272万,中楼层                                    (共11层)                                                                  1室1厅 | 45.63平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_cBRA1QzUG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙华区,龙华中心,幸福城三期 3室2厅 西南,660万,中楼层                                    (共33层)                                                                      | 2015年建 |                                3室2厅 | 88.98平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_olOfwmISf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙华区,龙华中心,新阳丽舍满五唯一两房，业主诚心出售必看好房,245万,高楼层                                    (共5层)                                                                  2室1厅 | 37.78平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_M4v7vmKdW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙华区,龙华中心,龙华11年电梯两房  满五唯一  自住保养好 看房方便必看好房,350万,中楼层                                    (共22层)                                                                      | 2011年建 |                                2室1厅 | 67.74平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_NGHGyqXjp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙华区,龙华中心,此房满五红本业主急卖，带100平的大楼台必看好房,768万,低楼层                                    (共18层)                                                                      | 2007年建 |                                3室1厅 | 110.58平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_9FiSAKRQ7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙华区,龙华中心,地铁4号沿线精装修2房满五年唯一拎包入住税费少必看好房,465万,高楼层                                    (共12层)                                                                      | 2005年建 |                                2室1厅 | 65.06平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_CWj53Cahm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙华区,龙华中心,满五红本，格局好，视野开阔交通便利 中间楼层,500万,中楼层                                    (共8层)                                                                      | 2003年建 |                                3室2厅 | 80.38平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_UGqo21Ab8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙华区,龙华中心,满五唯一，标准一房一厅，舒适实用，使用率高。必看好房,288万,低楼层                                    (共18层)                                                                      | 2007年建 |                                1室1厅 | 44.4平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_GpHLujCEe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙华区,龙华中心,龙华人民路商贸改造范围大3房 通透采光好必看好房,425万,高楼层                                    (共4层)                                                                  3室2厅 | 98平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_x9s0BUTM7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
