20210126,罗湖区,清水河,罗湖住宅小户型，满五年，红本在手必看好房,140万,中楼层                                    (共33层)                                                                      | 2000年建 |                                1室1厅 | 28.41平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_nN6fXC3HL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,高楼层，采光好，通风好，朝东南向，麻雀虽小五脏俱全必看好房,112万,中楼层                                    (共33层)                                                                      | 2000年建 |                                1室0厅 | 18.44平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_zcjZk1TDi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,满五唯一优质一房，少有在卖的户型，业主诚心出售必看好房,250万,中楼层                                    (共26层)                                                                      | 2005年建 |                                1室1厅 | 41.64平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_TGMCfHTLv_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,满五唯一 诚心卖 有规划   改三房  自住保养好必看好房,400万,中楼层                                    (共8层)                                                                      | 1991年建 |                                3室1厅 | 60.87平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_0vjSnApGf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,马上满五，红本在手，精装修，电梯高层必看好房,180万,中楼层                                    (共19层)                                                                      | 2001年建 |                                1室0厅 | 27.59平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_oUT3HxUex_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,花园式社区精美2房看房方便，带游泳池必看好房,355万,中楼层                                    (共19层)                                                                      | 2001年建 |                                2室1厅 | 56.76平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_6r6wo59dc_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,老旧小区、目前正在立项中、配套完善 社区医院都有,155万,高楼层                                    (共8层)                                                                      | 1989年建 |                                1室0厅 | 22.74平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_VSmCn7WuR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,满五，金豪花园中间楼层，中间楼栋，位置安静,435万,中楼层                                    (共8层)                                                                      | 1993年建 |                                2室2厅 | 73.81平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_OqwjBFepA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,此房满五不唯一红本在手。。。。。,295万,中楼层                                    (共31层)                                                                      | 2000年建 |                                2室1厅 | 53.48平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_RrSWx6k7A_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,罗湖住宅小单间，满五年唯一，红本在手,115万,低楼层                                    (共31层)                                                                      | 2000年建 |                                1室0厅 | 18.39平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/c7150a6c-fc4b-4be3-ac6b-8901e4ac0c1a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,华天苑满五年。红本在手，中间楼层，采光好通风佳！必看好房,135万,中楼层                                    (共31层)                                                                      | 2000年建 |                                1室1厅 | 21.05平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_CjWn4BmUx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,金豪花园 满五年 近公园 刚需三房,475万,中楼层                                    (共8层)                                                                      | 1993年建 |                                3室1厅 | 74.33平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_JRwMuTiEQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,罗湖区,清水河,龙园山庄精装修两房，满五年的，税费少,420万,中楼层                                    (共25层)                                                                      | 2006年建 |                                2室1厅 | 64.27平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_N4nDLslxQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
