20210208,南山区,科技园,英伦名苑一期,http://sz.ke.com/ershoufang/105106244764.html,英伦名苑一期3室2厅 精装修 南北通透 使用率高,1750万,单价153887元/平米,低楼层(共6层),3室2厅,113.72平米,
20210208,南山区,科技园,深圳湾科技生态园,http://sz.ke.com/ershoufang/105105832755.html,深圳湾科技生态园 南向两房，把边位置，通风好,730万,单价90797元/平米,中楼层(共37层),2室2厅,80.4平米,
20210208,南山区,科技园,通讯小区,http://sz.ke.com/ershoufang/105105430393.html,通讯小区，方正精装修两房，正南朝向，看房有钥匙,1050万,单价146118元/平米,中楼层(共8层),2室2厅,71.86平米,
20210208,南山区,科技园,松坪村东区三期,http://sz.ke.com/ershoufang/105105305640.html,满五唯一，红本在手，户型方正通风好！,650万,单价109594元/平米,高楼层(共34层),2室1厅,59.31平米,
20210208,南山区,科技园,朗景园,http://sz.ke.com/ershoufang/105105215388.html,南山科技园朗景园精装南向两房，业主诚意出售。,1050万,单价138926元/平米,中楼层(共14层),2室1厅,75.58平米,
20210208,南山区,科技园,泰阳硅谷公寓,http://sz.ke.com/ershoufang/105105187365.html,满五唯一，楼层好，采光好，带精装修,480万,单价168009元/平米,中楼层(共7层),1室0厅,28.57平米,
20210208,南山区,科技园,科苑学里,http://sz.ke.com/ershoufang/105105142262.html,此房满五年，南北格局，视野开阔，采光充足必看好房,1600万,单价140118元/平米,高楼层(共11层),3室1厅,114.19平米,
20210208,南山区,科技园,豪方花园,http://sz.ke.com/ershoufang/105105045427.html,南山 科技园 腾讯大厦 汉京国际 一室一厅,540万,单价112034元/平米,高楼层(共7层),1室1厅,48.2平米,
20210208,南山区,科技园,科苑西住宅小区,http://sz.ke.com/ershoufang/105104798329.html,南外大冲空置，一号线深大站，满二年,550万,单价161765元/平米,高楼层(共8层),1室1厅,34平米,
20210208,南山区,科技园,缘来居,http://sz.ke.com/ershoufang/105104704451.html,满五 朝南三房 业主诚心出售   高楼层 采光好,1180万,单价126569元/平米,高楼层(共15层),3室2厅,93.23平米,
20210208,南山区,科技园,阳光粤海,http://sz.ke.com/ershoufang/105104697176.html,阳光粤海 2室2厅 东南,550万,单价87026元/平米,低楼层(共46层),2室2厅,63.2平米,
20210208,南山区,科技园,朗景园,http://sz.ke.com/ershoufang/105104686572.html,南外大冲诚心出售小户型，满3年税少共享万象千亿配套,728万,单价168208元/平米,中楼层(共11层),1室1厅,43.28平米,
20210208,南山区,科技园,泰阳硅谷公寓,http://sz.ke.com/ershoufang/105104582142.html,经典小户型，南外大冲部，随时可以用,445万,单价150848元/平米,中楼层(共7层),1室0厅,29.5平米,
20210208,南山区,科技园,科技园三十区,http://sz.ke.com/ershoufang/105104550506.html,南山区优质小户型，科技园朝南一房,450万,单价139795元/平米,高楼层(共7层),1室0厅,32.19平米,
