20210208,宝安区,宝安中心,风临洲,http://sz.ke.com/ershoufang/105106052914.html,壹方城  双地铁 一高铁站 体育馆旁,1280万,单价127288元/平米,中楼层(共26层),4室2厅,100.56平米,
20210208,宝安区,宝安中心,名门华府,http://sz.ke.com/ershoufang/105106107332.html,朝南三房两卫，看公园50万装修,1298万,单价160168元/平米,低楼层(共30层),3室1厅,81.04平米,
20210208,宝安区,宝安中心,深业新岸线二期,http://sz.ke.com/ershoufang/105105927358.html,户型满五年，看花园，户型安静舒适,1880万,单价132975元/平米,低楼层(共27层),4室1厅,141.38平米,
20210208,宝安区,宝安中心,泰华君逸世家,http://sz.ke.com/ershoufang/105104768202.html,交通便利，小区环境好，低楼层，业主诚心卖,1150万,单价129026元/平米,低楼层(共29层),2室1厅,89.13平米,
20210208,宝安区,宝安中心,丽晶国际,http://sz.ke.com/ershoufang/105103668047.html,双地铁口 正规3房 大入户 满4年 生活配套完善,1420万,单价134077元/平米,中楼层(共30层),3室1厅,105.91平米,
20210208,宝安区,宝安中心,花样年花乡,http://sz.ke.com/ershoufang/105106355595.html,2017年精装修，客厅出阳台，看花园，宝体地铁口,570万,单价150317元/平米,中楼层(共25层),1室1厅,37.92平米,
20210208,宝安区,宝安中心,深业新岸线一期,http://sz.ke.com/ershoufang/105106354102.html,大社区中间楼层看花园，户型方正采光好，近地铁必看好房,1360万,单价131047元/平米,中楼层(共22层),3室1厅,103.78平米,
20210208,宝安区,宝安中心,西岸观邸,http://sz.ke.com/ershoufang/105106341217.html,高楼层，视野好，厅出大阳台，业主诚售,1850万,单价195685元/平米,高楼层(共28层),4室2厅,94.54平米,
20210208,宝安区,宝安中心,金成时代家园,http://sz.ke.com/ershoufang/105106323338.html,前海商圈，中间层东南看花园正规大两房，附机关幼儿园,980万,单价120675元/平米,中楼层(共18层),2室2厅,81.21平米,
20210208,宝安区,宝安中心,泰华君逸世家,http://sz.ke.com/ershoufang/105106311318.html,宝体地铁口，满五年唯一，业主诚心出售,570万,单价122187元/平米,高楼层(共16层),1室0厅,46.65平米,
20210208,宝安区,宝安中心,花样年花乡,http://sz.ke.com/ershoufang/105106308328.html,前海宝体地铁口一房一厅，满五少税，朝花园安静必看好房,547万,单价144518元/平米,低楼层(共25层),1室1厅,37.85平米,
