20210208,罗湖区,翠竹,嘉多利花园,http://sz.ke.com/ershoufang/105105994872.html,嘉多利花园 3室1厅 东,1600万,单价140351元/平米,高楼层(共25层),3室1厅,114平米,
20210208,罗湖区,翠竹,中国南海工程有限公司大院,http://sz.ke.com/ershoufang/105106105065.html,中国南海工程有限公司大院 3室1厅 南,1050万,单价128034元/平米,高楼层(共6层),3室1厅,82.01平米,
20210208,罗湖区,翠竹,嘉多利花园,http://sz.ke.com/ershoufang/105105922235.html,嘉多利花园居家两室 户型通风采光好,940万,单价120006元/平米,中楼层(共27层),2室2厅,78.33平米,
20210208,罗湖区,翠竹,鹏公馆,http://sz.ke.com/ershoufang/105105704109.html,洪湖公园旁深中温馨小户型采光视野好，近洪湖地铁站,566万,单价199930元/平米,高楼层(共29层),1室1厅,28.31平米,
20210208,罗湖区,翠竹,金丽豪苑,http://sz.ke.com/ershoufang/105104743338.html,金丽豪苑 方正两房 住宅性质 红本在手,850万,单价144436元/平米,低楼层(共34层),2室1厅,58.85平米,
20210208,罗湖区,翠竹,翡翠公寓,http://sz.ke.com/ershoufang/105104630689.html,高层视野开阔居家装修近地铁温馨三房,415万,单价80850元/平米,高楼层(共32层),3室1厅,51.33平米,
20210208,罗湖区,翠竹,翡翠公寓,http://sz.ke.com/ershoufang/105104514529.html,满5年 精装2房，近地铁 近公园,210万,单价62315元/平米,低楼层(共32层),2室1厅,33.7平米,
20210208,罗湖区,翠竹,鹏公馆,http://sz.ke.com/ershoufang/105104459927.html,近洪湖公园及地铁站精装修小户型,600万,单价146807元/平米,低楼层(共29层),2室1厅,40.87平米,
20210208,罗湖区,翠竹,鹏公馆,http://sz.ke.com/ershoufang/105104444169.html,万科物业门口50米就是洪湖地铁站，可以看公园景观,700万,单价191205元/平米,低楼层(共29层),1室0厅,36.61平米,
20210208,罗湖区,翠竹,龙屋小区,http://sz.ke.com/ershoufang/105104036423.html,精装南北通，华润待迁，适合自住小区,1390万,单价156180元/平米,中楼层(共6层),4室2厅,89平米,
20210208,罗湖区,翠竹,特力大厦,http://sz.ke.com/ershoufang/105104022564.html,此房满二年，楼层好，视野开阔，采光充足，配套齐全,180万,单价40000元/平米,高楼层(共27层),1室0厅,45平米,
20210208,罗湖区,翠竹,翡翠公寓,http://sz.ke.com/ershoufang/105103139970.html,翡翠公寓 2室1厅 南,240万,单价71217元/平米,中楼层(共32层),2室1厅,33.7平米,
20210208,罗湖区,翠竹,英丽阁,http://sz.ke.com/ershoufang/105102373701.html,满5唯一，红本，采光好  公摊少 户型利用率高,990万,单价108756元/平米,高楼层(共8层),3室1厅,91.03平米,
20210208,罗湖区,翠竹,愉天小区,http://sz.ke.com/ershoufang/105106361605.html,老小区，红本，户型方正，诚心卖，方便看房，采光充足必看好房,620万,单价176941元/平米,高楼层(共7层),1室1厅,35.04平米,
20210208,罗湖区,翠竹,柏丽花园,http://sz.ke.com/ershoufang/105106331871.html,柏丽花园 2室1厅 南,900万,单价123390元/平米,低楼层(共32层),2室1厅,72.94平米,
20210208,罗湖区,翠竹,贝丽花园,http://sz.ke.com/ershoufang/105106323617.html,户型方正  交通便利  适合住家,700万,单价80516元/平米,低楼层(共6层),3室1厅,86.94平米,
