20210208,福田区,上下沙,花好园,http://sz.ke.com/ershoufang/105106025930.html,高楼层方正，双阳台，业主诚心出售,420万,单价107582元/平米,高楼层(共28层),1室1厅,39.04平米,
20210208,福田区,上下沙,京基滨河时代,http://sz.ke.com/ershoufang/105103666638.html,大金沙改造，可购买的物业，小区管理好，位置佳！,320万,单价78106元/平米,低楼层(共30层),1室1厅,40.97平米,
20210208,福田区,上下沙,京基滨河时代,http://sz.ke.com/ershoufang/105102829862.html,京基正规方正2房，高楼层视野好，业主诚心出售,470万,单价79272元/平米,高楼层(共30层),2室1厅,59.29平米,
20210208,福田区,上下沙,京基滨河时代,http://sz.ke.com/ershoufang/105102206909.html,京基滨河时代 2室2厅 东 北,519万,单价77660元/平米,低楼层(共30层),2室2厅,66.83平米,
20210208,福田区,上下沙,京基滨河时代,http://sz.ke.com/ershoufang/105101613783.html,集万千宠爱一身，*美滨河一房一厅,305万,单价74048元/平米,高楼层(共30层),1室1厅,41.19平米,
20210208,福田区,上下沙,京基滨河时代,http://sz.ke.com/ershoufang/105101551967.html,下沙地铁口 精装修 大型综合体,535万,单价79483元/平米,中楼层(共30层),2室1厅,67.31平米,
20210208,福田区,上下沙,红树家邻,http://sz.ke.com/ershoufang/105106383055.html,大金沙红树家邻方正两房 精装修低总价 诚心出售必看好房,470万,单价95432元/平米,低楼层(共9层),2室1厅,49.25平米,
20210208,福田区,上下沙,花好园,http://sz.ke.com/ershoufang/105106296429.html,地铁口物业 满五唯一 大阳台 业主诚心出售,460万,单价109707元/平米,中楼层(共28层),1室1厅,41.93平米,
20210208,福田区,上下沙,花好园,http://sz.ke.com/ershoufang/105106267963.html,新装修南向双阳台阳光房，活跃小区，难得景观佳小户型必看好房,445万,单价111810元/平米,高楼层(共32层),1室1厅,39.8平米,
20210208,福田区,上下沙,红树家邻,http://sz.ke.com/ershoufang/105106247176.html,温馨小一房您居家的选择采光好，2021.3.24满五唯一必看好房,370万,单价97523元/平米,高楼层(共9层),1室1厅,37.94平米,
20210208,福田区,上下沙,花好园,http://sz.ke.com/ershoufang/105106206362.html,户型方正实用，厅出阳台，双阳台。税费低，业主诚心。,700万,单价114286元/平米,高楼层(共32层),2室1厅,61.25平米,
20210208,福田区,上下沙,碧海红树园,http://sz.ke.com/ershoufang/105106179281.html,高层方正看花园四房，满五唯一免个税,1338万,单价99993元/平米,高楼层(共32层),4室2厅,133.81平米,
20210208,福田区,上下沙,红树家邻,http://sz.ke.com/ershoufang/105106172824.html,满五 税费低；户型方正实用，得房率很高,520万,单价110780元/平米,中楼层(共9层),2室1厅,46.94平米,
20210208,福田区,上下沙,红树家邻,http://sz.ke.com/ershoufang/105106166624.html,高楼层正规电梯两房，使用率高，采光棒必看好房,498万,单价92154元/平米,高楼层(共9层),2室1厅,54.04平米,
