20210208,龙岗区,布吉街,布吉区金沙花园,http://sz.ke.com/ershoufang/105106363259.html,布吉区金沙花园 3室1厅 南新上,180万,单价33583元/平米,低楼层(共3层)3室1厅,,53.6平米,
20210208,龙岗区,布吉街,海心汇福园,http://sz.ke.com/ershoufang/105106278263.html,海心汇福园住宅 2015年精装电梯二房  满五唯一 诚售,380万,单价54055元/平米,中楼层(共30层),2室1厅,70.3平米,
20210208,龙岗区,布吉街,丽廷豪苑,http://sz.ke.com/ershoufang/105106023614.html,丽廷豪苑 2室1厅 东南,288万,单价45671元/平米,中楼层(共32层),2室1厅,63.06平米,
20210208,龙岗区,布吉街,德兴城花园,http://sz.ke.com/ershoufang/105105978439.html,5号线环中线精装修一房一厅，带固定车位，业主诚信卖,210万,单价39165元/平米,中楼层(共8层),1室1厅,53.62平米,
20210208,龙岗区,布吉街,布吉中心花园,http://sz.ke.com/ershoufang/105106294105.html,布吉中心花园 3室1厅 南必看好房,550万,单价52931元/平米,低楼层(共29层),3室1厅,103.91平米,
20210208,龙岗区,布吉街,花语岸,http://sz.ke.com/ershoufang/105106338439.html,此房满五唯一，红本在手,格局好视野宽阔。,668万,单价52520元/平米,中楼层(共30层),4室1厅,127.19平米,
20210208,龙岗区,布吉街,半山道1号礼宾府,http://sz.ke.com/ershoufang/105106159793.html,花园式标准小区，看房方便，小区品质高,1380万,单价77577元/平米,低楼层(共30层),4室1厅,177.89平米,
20210208,龙岗区,布吉街,布吉中心花园,http://sz.ke.com/ershoufang/105106369894.html,布吉中心花园 3室1厅 东南新上,600万,单价66638元/平米,中楼层(共26层),3室1厅,90.04平米,
20210208,龙岗区,布吉街,大世纪花园,http://sz.ke.com/ershoufang/105106330334.html,业主唯一自住保养很好的电梯房..,400万,单价55579元/平米,中楼层(共11层),2室1厅,71.97平米,
20210208,龙岗区,布吉街,布吉中心花园,http://sz.ke.com/ershoufang/105105863999.html,有完全使用的入户花园，通风采光好，东南向，装修很好,540万,单价59017元/平米,高楼层(共27层),4室2厅,91.5平米,
20210208,龙岗区,布吉街,长发楼,http://sz.ke.com/ershoufang/105105813006.html,下水径地铁口，简装三房满五，红本在手。,315万,单价34221元/平米,中楼层(共8层)3室1厅,,92.05平米,
20210208,龙岗区,布吉街,大世纪杰座,http://sz.ke.com/ershoufang/105105693783.html,【此房免征增值税】大世纪三期满五三房税费少,500万,单价46918元/平米,中楼层(共11层),3室2厅,106.57平米,
20210208,龙岗区,布吉街,翠枫豪园,http://sz.ke.com/ershoufang/105105523374.html,小区内少有小户型一房一厅，安静宜居。,236万,单价52609元/平米,高楼层(共6层),1室1厅,44.86平米,
20210208,龙岗区,布吉街,花语岸,http://sz.ke.com/ershoufang/105105491696.html,朝南精装二房，看房方便，地铁口物业好,400万,单价61482元/平米,低楼层(共26层),2室1厅,65.06平米,
20210208,龙岗区,布吉街,灏景明苑,http://sz.ke.com/ershoufang/105105476436.html,带平台大四房，税少诚心卖，成熟地段,480万,单价46368元/平米,低楼层(共32层),4室2厅,103.52平米,
20210208,龙岗区,布吉街,金运家园,http://sz.ke.com/ershoufang/105105138695.html,金运家园 1室1厅 北,200万,单价42763元/平米,中楼层(共9层),1室1厅,46.77平米,
20210208,龙岗区,布吉街,布吉中心广场,http://sz.ke.com/ershoufang/105105118396.html,布吉中·心广场精装电梯两房东向3地铁物业,228万,单价37581元/平米,高楼层(共22层),2室1厅,60.67平米,
20210208,龙岗区,布吉街,凯旋天玺名庭,http://sz.ke.com/ershoufang/105104805918.html,5号线长龙精装修两房，户型方正，诚心卖,350万,单价68763元/平米,低楼层(共29层),2室2厅,50.9平米,
