20210128,番禺,金山谷,金山谷电梯精装大三房  带24方精美入户花园,378万,低楼层                                    (共29层)                                                                      | 2013年建 |                                3室2厅 | 94平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_oMhUBbPhp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,金山谷,金山谷四期 中层南向 近地铁口必看好房,378万,高楼层                                    (共25层)                                                                      | 2013年建 |                                3室1厅 | 93平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_93mEwY8Bn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,金山谷,满二年南北对流.视野采光通风好.少量4房，带产权车位,600万,低楼层                                    (共32层)                                                                      | 2015年建 |                                4室2厅 | 142.97平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_1BXa3S5Nj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,金山谷,金山谷八期 位置安静 小区管理好 采光充足,255万,中楼层                                    (共25层)                                                                      | 2013年建 |                                2室2厅 | 79.8平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/pc1_X0OTymQox.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,金山谷,金山谷九期 次新房 满两年 距离地铁口100米必看好房,385万,高楼层                                    (共21层)                                                                      | 2016年建 |                                3室2厅 | 89.09平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_TYakCsedz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,金山谷,三房南向，带入户花园，装修保养好，中楼层视野开阔,400万,低楼层                                    (共29层)                                                                      | 2013年建 |                                4室2厅 | 93平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_KP3KAPIbv_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,金山谷,金山谷八期 地铁口 户型实用 近校区 东南向大2房,220万,高楼层                                    (共25层)                                                                  2室1厅 | 59.31平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_R2UgmRrTb_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,金山谷,番禺招商金山谷意库，南向，高楼层,85万,高楼层                                    (共7层)                                                                  1室1厅 | 40.3平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_r8t8RDKxZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,金山谷,满五南向中高层正望花园游泳池安静采光通风好必看好房,435万,中楼层                                    (共30层)                                                                      | 2013年建 |                                3室2厅 | 104.26平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/pc1_H34ae12a7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,金山谷,尚层大花园南向三房套房，带车位！新上,450万,中楼层                                    (共32层)                                                                      | 2015年建 |                                3室1厅 | 109.89平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_km5PC81TW.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
