20210128,花都,狮岭镇,万虹花园三房二厅，电梯楼，南向，远马路，采光好，,77万,低楼层                                    (共7层)                                                                      | 2005年建 |                                3室2厅 | 80.92平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_57vHu9gFK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,业主诚心出售 有钥匙在店 看房方便 东南向望花园,130万,高楼层                                    (共11层)                                                                  3室2厅 | 103.69平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_P0t3Og7up_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,雅宝新城 准备加装电梯 南向三房 户型方正必看好房,145万,中楼层                                    (共7层)                                                                  3室2厅 | 117.27平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_2iW6XA3UO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,新鸿基御华园，精装三房，业主诚心出售，看房有钥匙,152万,低楼层                                    (共32层)                                                                      | 2013年建 |                                3室2厅 | 96.98平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/pc1_cNYDvGTLK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,学府花园  方正两房望花园  安静舒适  总价底必看好房,105万,中楼层                                    (共11层)                                                                      | 2016年建 |                                2室2厅 | 74.86平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_tpsWBC74W_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,学府南苑精装大三房，中层安静望花园，拎包入住，,168万,中楼层                                    (共18层)                                                                      | 2011年建 |                                3室2厅 | 108.9平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_yKfm0ESf1_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,狮峰花园 2室1厅 西南,75万,高楼层                                    (共7层)                                                                      | 2009年建 |                                2室1厅 | 102.13平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_ScvblWWCB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,新鸿基御华园 3室2厅 北,156万,高楼层                                    (共31层)                                                                      | 2013年建 |                                3室2厅 | 95.91平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_XSLRQLyeu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,一线别墅景，带精致装修，业主急需换房急卖。,145万,中楼层                                    (共29层)                                                                      | 2017年建 |                                2室1厅 | 93平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_xrWNvQhy5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,时代康桥3房带主套，朝南，位置安静必看好房,111.8万,中楼层                                    (共11层)                                                                  3室2厅 | 96.62平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_9Uli6W8RF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,大型社区成熟管理，产权清晰满2年，户型方正加装电梯,162.5万,高楼层                                    (共7层)                                                                  3室2厅 | 117平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_Yj3xZGy0L_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,轩逸荟花园中间不靠路，毛坯三房两卫，户型方正必看好房,110万,中楼层                                    (共16层)                                                                      | 2012年建 |                                3室2厅 | 95.54平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_n1ELEG2wX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,学府花园 安静不嘈 过五年 税费低 三房带主套,145万,低楼层                                    (共15层)                                                                      | 2011年建 |                                3室2厅 | 99.09平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_7JuoyVm98_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,百合雅居 3室1厅 北,91万,低楼层                                    (共11层)                                                                      | 2010年建 |                                3室1厅 | 102平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_iKjdljLsz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,时代康桥 南向两房 精装修 拎包入住,102万,中楼层                                    (共11层)                                                                  2室1厅 | 86.15平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_55b6y5hAs_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,万虹花园一房一厅，带装修，无抵押，锁匙在手，随时看,46万,中楼层                                    (共7层)                                                                      | 2005年建 |                                1室1厅 | 51.71平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_dDda3mOqN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,万虹花园一房一厅，电梯中层，南向远马路，有锁匙,39万,中楼层                                    (共7层)                                                                      | 2009年建 |                                1室1厅 | 44.38平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_uSKgAFMdT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,花都,狮岭镇,此房精装木地板四房，无遮挡视野，采光好单边位。,239万,低楼层                                    (共31层)                                                                      | 2013年建 |                                4室2厅 | 163.81平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_gKihzpCJ5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
