20210128,天河,汇景新城,半山南向好房  视野开阔无遮挡  光线充足必看好房,485万,高楼层                                    (共18层)                                                                      | 2002年建 |                                3室2厅 | 88.48平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_Bmcx7RIeJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,半山南向三房  装修精致  高层通风采光好必看好房,475万,高楼层                                    (共13层)                                                                      | 2002年建 |                                3室2厅 | 87平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_FAzvlxctF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,科技干部学院电梯大三房，格局正、户型好，实用！,468万,高楼层                                    (共9层)                                                                      | 1998年建 |                                3室2厅 | 95平米                                  | 东 西,http://ke-image.ljcdn.com/110000-inspection/pc1_y6SGL7VdI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,动物卫生研究所 3室1厅 南 北必看好房,498万,中楼层                                    (共7层)                                                                  3室1厅 | 90平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_FpXGuCt2E_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,此房满五唯一 户型方正 北向安静三房,510万,低楼层                                    (共18层)                                                                      | 2000年建 |                                3室2厅 | 83.88平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_5UPTzsyvx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,天河五山文昌台 半山雍景 意大利风情小镇欢迎您 回家,528万,低楼层                                    (共15层)                                                                      | 2000年建 |                                3室1厅 | 88平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/pc1_JhD4jy7es_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,半山雍景苑，实用性三房，安静舒适，户型方正，采光好,538万,低楼层                                    (共16层)                                                                      | 2005年建 |                                3室2厅 | 85.98平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_G3RBSRWKQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,实用二房，楼层好，采光好，花园里。,999万,中楼层                                    (共18层)                                                                      | 2005年建 |                                2室2厅 | 111.42平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_l0IDVpSb2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,精装修 户型方正 厅出阳台 格局改良 房大厅大,510万,中楼层                                    (共15层)                                                                      | 2000年建 |                                2室2厅 | 95.8平米                                  | 东 西,http://ke-image.ljcdn.com/440100-inspection/prod-88cbc92a-c239-4e28-bd0c-565856fc3697.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,半山雍景苑安静南北通透户型方正四房,790万,高楼层                                    (共9层)                                                                      | 2006年建 |                                4室2厅 | 118.1平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_pYr1DqVvH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,汇景新城,半山住宅，实用三房，分摊面积少，南北朝向，通风好。,510万,高楼层                                    (共7层)                                                                      | 2000年建 |                                3室2厅 | 93.08平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_oe2bSaWSO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
