20210128,番禺,新造,南向两房，总价低，生活便利，业主诚心卖新上,150万,高楼层                                    (共7层)                                                                  2室1厅 | 73平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_gYynA4Yyy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,爱伦，房子一楼带花园，绿化面积大  居住舒适度高,205万,低楼层                                    (共1层)                                                                  3室1厅 | 92.2平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/pc1_pbKgpEm4w_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,永大居委 邻近暨南大学 生活配套成熟,150万,低楼层                                    (共2层)                                                                  2室1厅 | 73平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_kEphPDlVF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,谷围新村 2室1厅 南,230万,高楼层                                    (共6层)                                                                  2室1厅 | 83.6平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_PZ1sKAX6E_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,卖点：一梯二户，户型实用，三面采光，安静舒适,260万,中楼层                                    (共5层)                                                                  4室1厅 | 105.2平米                                  | 南 北 西,http://ke-image.ljcdn.com/110000-inspection/pc1_y6te9LI6r_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,和平路 混合结构2房 粮仓宿舍,178万,中楼层                                    (共4层)                                                                  2室2厅 | 74.79平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_Y39MWMweg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,带大露台.通风采光好.业主诚心出售,208万,高楼层                                    (共6层)                                                                  2室1厅 | 83.64平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_3l75V37U5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,谷围新村 有小区管理 近大学城,197.8万,高楼层                                    (共6层)                                                                  2室1厅 | 86.06平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_G54lnJIfS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,业主急售，全新装修，层高3.3米，主人房配套大露台,238万,高楼层                                    (共6层)                                                                      | 2003年建 |                                4室2厅 | 86平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_AE3r1n10L_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,谷围新村 温馨2房 空中20平花园,190万,高楼层                                    (共5层)                                                                  2室1厅 | 84平米                                  | 东,http://ke-image.ljcdn.com/440100-inspection/pc1_gE6BIJ57a_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,番禺,新造,谷围新村优质房源，成熟社区！！,196万,高楼层                                    (共6层)                                                                  3室2厅 | 84平米                                  | 南 北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,番禺,新造,此房格局方正实用，通风采光好，带100方大花园,170万,低楼层                                    (共1层)                                                                  3室2厅 | 77.5平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
