20210128,光明区,桃源居,户型方正，两个房间都看花园，中间楼层业主诚心出售必看好房,380万,中楼层                                    (共18层)                                                                      | 2009年建 |                                2室1厅 | 49.5平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_5JE4v5pru_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居新小区，精装电梯2房，环境优美必看好房,500万,中楼层                                    (共18层)                                                                      | 2007年建 |                                2室2厅 | 70.54平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_8vP9bsdyO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,刚需上车2房、朝南向、高楼层、通风采光好必看好房,473万,高楼层                                    (共8层)                                                                      | 1997年建 |                                2室1厅 | 83.1平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_dtjj2DLfU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,户型方正，采光好，房子满五唯一，税费也少了。,520万,高楼层                                    (共7层)                                                                      | 1999年建 |                                2室1厅 | 84.25平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_aD3o6Ovcz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十六区，电梯两房，小区新，环境优美。诚心出售必看好房,495万,高楼层                                    (共18层)                                                                      | 2009年建 |                                2室1厅 | 70.54平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_11QT0pRpn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满三年唯一  户型方正，朝向好，高楼层通风、采光好。必看好房,620万,高楼层                                    (共24层)                                                                      | 2008年建 |                                2室1厅 | 87.29平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_xAw9rGQPU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,花园社区电梯3房、满5年、户型方正、通风采光好,730万,中楼层                                    (共9层)                                                                      | 1998年建 |                                3室2厅 | 117.53平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_eeTcTvtL4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十五区 4室1厅 东南,1020万,低楼层                                    (共24层)                                                                      | 2007年建 |                                4室1厅 | 134.8平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_1DOqCy6SH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源盛景园十六区满五年精装修，安静  通风采光好必看好房,380万,中楼层                                    (共18层)                                                                      | 2009年建 |                                1室1厅 | 49.5平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_x8aUnPqwt_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,居家精装，看花园安静视野好，中高楼层，满五唯一必看好房,595万,高楼层                                    (共9层)                                                                      | 2003年建 |                                2室1厅 | 81.34平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_lCS20qEhs_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,红本满五年，双阳台，通透性好。,556万,高楼层                                    (共6层)                                                                      | 2002年建 |                                2室2厅 | 78.96平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_2OQ3ud6b4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一，双阳台，花园社区。楼龄新,590万,低楼层                                    (共18层)                                                                      | 2007年建 |                                2室1厅 | 79.07平米                                  | 东南 南,http://ke-image.ljcdn.com/110000-inspection/pc1_OAb3MST6R_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源盛景园十六区高层朝南满五年精装修,510万,中楼层                                    (共18层)                                                                      | 2009年建 |                                2室1厅 | 70.54平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_oUXWKgRa3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,业主自住，诚心出售，看房提前预约,510万,低楼层                                    (共8层)                                                                      | 1996年建 |                                3室2厅 | 75平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_Irgi6UNmA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,采光好，户型方正，交通便利，配套设施齐全,390万,中楼层                                    (共9层)                                                                      | 2003年建 |                                2室1厅 | 52.57平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_lFtM6wMzu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一，户型方正，使用率高,花园中间安静必看好房,460万,低楼层                                    (共6层)                                                                      | 2003年建 |                                1室1厅 | 63平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_qOrEKRvHq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,此房满五年唯一，楼层好，视野开阔，精致装修，保养好,766万,低楼层                                    (共18层)                                                                      | 2006年建 |                                3室2厅 | 109.33平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_Q0uqJaqL9_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十五区 4室2厅 北新上,880万,中楼层                                    (共18层)                                                                      | 2007年建 |                                4室2厅 | 105.96平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_CVqKR7rBN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,客厅出阳台，满五唯一，税费少，中间楼层东南看花园必看好房,625万,中楼层                                    (共30层)                                                                      | 2009年建 |                                3室1厅 | 75.66平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/bd056513-a1c9-4ed5-be1c-a37f054189a8_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十六区 4室1厅 东,930万,低楼层                                    (共24层)                                                                      | 2009年建 |                                4室1厅 | 127平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_8IpQBvzhm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十二区 4室1厅 南,958万,中楼层                                    (共9层)                                                                      | 1998年建 |                                4室1厅 | 136.37平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_uWJGNzDPZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,花园中间安静，两梯两户，通风采光好，精装修，带车位新上,1450万,高楼层                                    (共16层)                                                                      | 2012年建 |                                5室2厅 | 171.99平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_UObNEhxkf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,精装修四房满五年税费低，依山而建，住家舒适度高新上,910万,中楼层                                    (共16层)                                                                      | 2012年建 |                                4室1厅 | 133.85平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_NcCz1JgCB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一税费少。，业主自住，保养好。实用型正版三房,668万,高楼层                                    (共8层)                                                                      | 1997年建 |                                3室1厅 | 92.6平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/pc1_JFMIP0zqU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居五区 3室2厅 南,795万,中楼层                                    (共5层)                                                                      | 2004年建 |                                3室2厅 | 122.67平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_IqEUaNvte_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,朝南向，采光好，精装修，拎包入住。必看好房,630万,中楼层                                    (共9层)                                                                      | 2003年建 |                                3室1厅 | 81.12平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_vQj5lfac0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居大社区精装三房采光通风效果好必看好房,520万,高楼层                                    (共8层)                                                                      | 1997年建 |                                3室1厅 | 91.8平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_QaCtwiXzi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十一区 2室1厅 东南,630万,中楼层                                    (共14层)                                                                      | 2008年建 |                                2室1厅 | 80.3平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_Bi42Eu4Br_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,房屋新装修，看房方便，高楼层看公园，采光很充足。,456万,高楼层                                    (共30层)                                                                      | 2009年建 |                                2室1厅 | 46.75平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_CMNNhQmQ2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,精装修四房满五年税费低，依山而建，住家舒适,920万,低楼层                                    (共16层)                                                                      | 2012年建 |                                4室2厅 | 135平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_D6ZQtHPCM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,房子满五唯一，税费少，中间楼层采光通风好,650万,中楼层                                    (共6层)                                                                      | 2004年建 |                                3室1厅 | 88.8平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_dPL25PxrV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,精装修电梯大三房，户型方正，通风采光好,820万,高楼层                                    (共9层)                                                                      | 1998年建 |                                3室1厅 | 117.53平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_iQcukXKQf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,16区的小户型，精装修业主诚心出售，税费少。,500万,低楼层                                    (共18层)                                                                      | 2009年建 |                                1室2厅 | 69.33平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_pk5JUJJiH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居16区新小区，精装修小两房业主诚意出售，税费少必看好房,500万,低楼层                                    (共18层)                                                                      | 2009年建 |                                2室2厅 | 65.97平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_LhwgIHj6W_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一中间楼层，业主诚心卖户型方正,545万,中楼层                                    (共7层)                                                                      | 2003年建 |                                2室1厅 | 88.93平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_kvs798U2f_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十四区58平好房出售，快来看看您未来的小家必看好房,390万,高楼层                                    (共8层)                                                                      | 2002年建 |                                2室1厅 | 58.52平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_f8lX3z4dp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,业主诚心卖看房方便满五年红本在手,164.8万,低楼层                                    (共6层)                                                                      | 2002年建 |                                1室1厅 | 21平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_4xRS6NdX3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,精装小三房，满五年，税费少，业主自住，看房方便必看好房,660万,低楼层                                    (共18层)                                                                      | 2012年建 |                                3室2厅 | 85.93平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_E3Oqp68rF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一红本在手，业主自住，保养好，实用型正三房,600万,低楼层                                    (共9层)                                                                      | 1998年建 |                                3室2厅 | 91.4平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_TO3fIfvKo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,高楼层，视野开阔，户型方正，看房方便,988万,高楼层                                    (共20层)                                                                      | 2009年建 |                                4室2厅 | 161.95平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_t5nqn3mpt_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居六区 2012年小区 精装 双阳台 花园中间 中楼层,1350万,中楼层                                    (共16层)                                                                      | 2011年建 |                                5室2厅 | 154.69平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_oH252YZCO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居正规大三房，户型方正格局好 中间位置很安静必看好房,690万,中楼层                                    (共7层)                                                                      | 1999年建 |                                3室1厅 | 122.29平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_l3dccAQlP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居正规大2房，满五，带车位,620万,低楼层                                    (共17层)                                                                      | 2005年建 |                                2室1厅 | 84.12平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_uiHXnCSRA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,凤凰雅居 3室2厅 南,750万,中楼层                                    (共30层)                                                                      | 2009年建 |                                3室2厅 | 101.08平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/3ea02f2f-2226-4b64-869b-41873e9afd96_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一大三房，不容错过的精装好房,750万,高楼层                                    (共18层)                                                                      | 2004年建 |                                3室2厅 | 113.17平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_VtW5YJ2Ix_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一红本在手桃源居标准三房,650万,中楼层                                    (共8层)                                                                      | 2002年建 |                                3室2厅 | 106.45平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_m69oVSdXR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一   税费少    业主诚心出售必看好房,617万,高楼层                                    (共7层)                                                                      | 2001年建 |                                3室2厅 | 103.75平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_TyNERA6fr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,此房满五唯一少量欠款 刚需三房,520万,低楼层                                    (共8层)                                                                      | 1998年建 |                                3室2厅 | 86平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_OcSSB0FFR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
