20210126,福田区,新洲,祥云天都世纪大厦,79304元/m2,37套在售二手房
20210126,福田区,新洲,韵动家园,82304元/m2,36套在售二手房
20210126,福田区,新洲,嘉葆润金座,103571元/m2,93套在售二手房
20210126,福田区,新洲,蜜园,88454元/m2,24套在售二手房
20210126,福田区,新洲,嘉洲富苑,82366元/m2,38套在售二手房
20210126,福田区,新洲,绿景花园二期,98240元/m2,12套在售二手房
20210126,福田区,新洲,绿景中城天邑花园,107225元/m2,11套在售二手房
20210126,福田区,新洲,荔树人家,74389元/m2,7套在售二手房
20210126,福田区,新洲,朗晴馨洲,82532元/m2,11套在售二手房
20210126,福田区,新洲,嘉洲豪园,74284元/m2,13套在售二手房
20210126,福田区,新洲,南溪新苑,77843元/m2,7套在售二手房
20210126,福田区,新洲,星河雅居,77167元/m2,9套在售二手房
20210126,福田区,新洲,绿景花园,73232元/m2,4套在售二手房
20210126,福田区,新洲,骏皇嘉园,92921元/m2,10套在售二手房
20210126,福田区,新洲,绿景新苑,77067元/m2,5套在售二手房
20210126,福田区,新洲,新洲花园,80119元/m2,6套在售二手房
20210126,福田区,新洲,椰树花园,69607元/m2,1套在售二手房
20210126,福田区,新洲,新洲大厦,64226元/m2,17套在售二手房
20210126,福田区,新洲,绿景新洋房,99525元/m2,6套在售二手房
20210126,福田区,新洲,锦洲花园,69816元/m2,1套在售二手房
20210126,福田区,新洲,金沙花园,67479元/m2,4套在售二手房
20210126,福田区,新洲,福昌苑,82002元/m2,3套在售二手房
20210126,福田区,新洲,怡和楼,63909元/m2,0套在售二手房
20210126,福田区,新洲,福瑞阁,80320元/m2,2套在售二手房
20210126,福田区,新洲,绿洲花园,89143元/m2,0套在售二手房
20210126,福田区,新洲,金福苑,64993元/m2,2套在售二手房
20210126,福田区,新洲,新洲苑,68843元/m2,0套在售二手房
20210126,福田区,新洲,锦河苑,75632元/m2,3套在售二手房
20210126,福田区,新洲,沙尾电话机楼,68223元/m2,3套在售二手房
20210126,福田区,新洲,锦滨苑,66451元/m2,2套在售二手房
20210126,福田区,新洲,宝鸿苑,84691元/m2,0套在售二手房
20210126,福田区,新洲,新中苑,71266元/m2,3套在售二手房
20210126,福田区,新洲,润福园,71515元/m2,0套在售二手房
20210126,福田区,新洲,湖北宝丰花园,64221元/m2,0套在售二手房
20210126,福田区,新洲,凯欣园,暂无,0套在售二手房
20210126,福田区,新洲,公路局宿舍新洲小区,68444元/m2,0套在售二手房
20210126,福田区,新洲,康达尔职工住宅楼,72897元/m2,0套在售二手房
20210126,福田区,新洲,新洲花园综合楼,69973元/m2,1套在售二手房
20210126,福田区,新洲,雄鹰大厦,暂无,0套在售二手房
20210126,福田区,新洲,新南苑,暂无,0套在售二手房
20210126,福田区,新洲,锦洲市场综合楼,64383元/m2,0套在售二手房
20210126,福田区,新洲,万基商务大厦,暂无,1套在售二手房
20210126,福田区,新洲,新洲北村综合楼,暂无,0套在售二手房
20210126,福田区,新洲,中央西谷大厦,52642元/m2,3套在售二手房
20210126,福田区,新洲,国通大厦,暂无,0套在售二手房
20210126,福田区,新洲,祥祺投资大厦,暂无,0套在售二手房
