20210126,福田区,赤尾,京基御景华城,85930元/m2,41套在售二手房
20210126,福田区,赤尾,汇港名苑,82635元/m2,6套在售二手房
20210126,福田区,赤尾,鹏丽大厦,73722元/m2,3套在售二手房
20210126,福田区,赤尾,南华村,104258元/m2,0套在售二手房
20210126,福田区,赤尾,光华园,69660元/m2,0套在售二手房
20210126,福田区,赤尾,明苑大厦,58963元/m2,1套在售二手房
20210126,福田区,赤尾,赤尾村,54428元/m2,0套在售二手房
20210126,福田区,赤尾,赤尾深华宿舍,91711元/m2,2套在售二手房
20210126,福田区,赤尾,上步码头小区,104315元/m2,1套在售二手房
20210126,福田区,赤尾,福龙楼,96059元/m2,0套在售二手房
20210126,福田区,赤尾,先龙花园,63973元/m2,1套在售二手房
20210126,福田区,赤尾,福田法庭住宅楼,暂无,0套在售二手房
20210126,福田区,赤尾,长虹公司宿舍,113939元/m2,1套在售二手房
