20210128,龙岗区,龙岗中心城,东方明珠城,http://sz.ke.com/ershoufang/105106001278.html,正地铁口，电梯房，此房满五唯一，看房方便有钥匙。必看好房,400万,单价36698元/平米,低楼层(共32层),3室1厅,109平米,
20210128,龙岗区,龙岗中心城,榭丽花园,http://sz.ke.com/ershoufang/105106202876.html,榭丽花园 3室1厅 东南 南必看好房,239万,单价40530元/平米,高楼层(共8层),3室1厅,58.97平米,
20210128,龙岗区,龙岗中心城,万象天成,http://sz.ke.com/ershoufang/105106246098.html,万象天成 70年产权 住宅性质 交通便利 配套成熟必看好房,162万,单价40571元/平米,中楼层(共26层),1室0厅,39.93平米,
20210128,龙岗区,龙岗中心城,麓园,http://sz.ke.com/ershoufang/105106106734.html,麓园  深中 高楼层 采光 视野好必看好房,470万,单价53138元/平米,中楼层(共34层),3室2厅,88.45平米,
20210128,龙岗区,龙岗中心城,金地龙城中央一期,http://sz.ke.com/ershoufang/105105979677.html,金地两房 精装小户型 总价低  业主诚心卖 红本在手,155万,单价22675元/平米,低楼层(共34层),2室1厅,68.36平米,
20210128,龙岗区,龙岗中心城,阅山华府,http://sz.ke.com/ershoufang/105106090535.html,阅山华府精装三房带双阳台景观好无遮挡业主出增值税必看好房,445万,单价52788元/平米,高楼层(共32层),3室1厅,84.3平米,
20210128,龙岗区,龙岗中心城,珑禧,http://sz.ke.com/ershoufang/105106180232.html,精装三房，户型方正，中间楼层，满五唯一必看好房,396万,单价44944元/平米,中楼层(共29层),3室2厅,88.11平米,
20210128,龙岗区,龙岗中心城,百合盛世,http://sz.ke.com/ershoufang/105106073094.html,满五唯一，装修保养好，诚心卖朝南看公园必看好房,355万,单价48751元/平米,中楼层(共18层),3室2厅,72.82平米,
20210128,龙岗区,龙岗中心城,缤纷世纪,http://sz.ke.com/ershoufang/105106182261.html,缤纷世纪 2室1厅 东南,150万,单价26192元/平米,低楼层(共31层),2室1厅,57.27平米,
20210128,龙岗区,龙岗中心城,万象天成,http://sz.ke.com/ershoufang/105106290274.html,万象天成 1室0厅 南必看好房,115万,单价28208元/平米,高楼层(共21层),1室0厅,40.77平米,
20210128,龙岗区,龙岗中心城,万科千林山居一期（万科清林径）,http://sz.ke.com/ershoufang/105106144241.html,万科楼盘四房两卫 端头好户型 南北通 拎包住必看好房,419万,单价48631元/平米,低楼层(共32层),4室2厅,86.16平米,
20210128,龙岗区,龙岗中心城,和煦苑,http://sz.ke.com/ershoufang/105106028918.html,和煦苑 2室1厅 南必看好房,340万,单价45872元/平米,中楼层(共9层),2室1厅,74.12平米,
20210128,龙岗区,龙岗中心城,阅山华府,http://sz.ke.com/ershoufang/105106148774.html,自住装修保养很好，满五年，税费低，视野无遮挡必看好房,460万,单价52031元/平米,高楼层(共32层),3室2厅,88.41平米,
20210128,龙岗区,龙岗中心城,阅山公馆,http://sz.ke.com/ershoufang/105106167814.html,次新小区，地铁500米，精装三房2厅，采光好，满五年必看好房,375万,单价50054元/平米,中楼层(共31层),3室2厅,74.92平米,
