20210128,罗湖区,新秀,京基东方都会,http://sz.ke.com/ershoufang/105106161809.html,京基好楼层，诚心出售 ,   格局紧凑，户型实用。必看好房,235万,单价66762元/平米,高楼层(共32层),1室1厅,35.2平米,
20210128,罗湖区,新秀,锦缘里嘉园,http://sz.ke.com/ershoufang/105106103069.html,锦缘里嘉园 黄贝岭次新房 精装修正规两房,580万,单价81381元/平米,高楼层(共30层),2室1厅,71.27平米,
20210128,罗湖区,新秀,京基东方都会,http://sz.ke.com/ershoufang/105106214304.html,东方都会一房一厅 满三年有欠款 高层无遮挡,230万,单价65341元/平米,中楼层(共32层),1室1厅,35.2平米,
20210128,罗湖区,新秀,安业花园,http://sz.ke.com/ershoufang/105105972806.html,安业花园 4室2厅 南 北,665万,单价60587元/平米,中楼层(共15层),4室2厅,109.76平米,
20210128,罗湖区,新秀,曦龙山庄,http://sz.ke.com/ershoufang/105106308575.html,曦龙山庄 1室1厅 南新上,270万,单价58734元/平米,中楼层(共8层),1室1厅,45.97平米,
20210128,罗湖区,新秀,西岭花园,http://sz.ke.com/ershoufang/105106308087.html,满五唯一，业主自住装修好，金质楼层，采光好新上,680万,单价68812元/平米,低楼层(共7层),3室2厅,98.82平米,
20210128,罗湖区,新秀,京基东方都会,http://sz.ke.com/ershoufang/105106287554.html,京基东方都会一房满五唯一红本在手，看房提前约。,250万,单价70344元/平米,低楼层(共32层),1室1厅,35.54平米,
20210128,罗湖区,新秀,安业花园,http://sz.ke.com/ershoufang/105105955585.html,安业花园一房一厅 莲塘地铁口 中间楼层 通风采光好,240万,单价63932元/平米,中楼层(共15层),1室1厅,37.54平米,
20210128,罗湖区,新秀,京基东方都会,http://sz.ke.com/ershoufang/105105944816.html,京基东方都会单间，满五不唯一有部分欠款,200万,单价62815元/平米,低楼层(共32层),1室0厅,31.84平米,
20210128,罗湖区,新秀,锦缘里嘉园,http://sz.ke.com/ershoufang/105105767301.html,户型方正格局匀称光线充足卧室落地窗视野好看山景,480万,单价80754元/平米,中楼层(共30层),2室1厅,59.44平米,
20210128,罗湖区,新秀,锦缘里嘉园,http://sz.ke.com/ershoufang/105105757527.html,户型方正，格局匀称，光线充足，视野好看山景,380万,单价73974元/平米,中楼层(共24层),1室2厅,51.37平米,
