20210126,花都,北兴镇,小区近流溪河，南北对流电梯房，户型方正,167万,中楼层                                    (共9层)                                                                  4室2厅 | 128.97平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_No3wIjlwS.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,小区绿化好环境优美 精装修拎包入住 满五唯一,168万,中楼层                                    (共9层)                                                                  4室2厅 | 128.93平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/39c55c80-a3de-45ac-b42b-bfa1356480b9_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,天湖峰境 天然氧吧 望花园 刚需3房,88万,低楼层                                    (共28层)                                                                      | 2010年建 |                                3室1厅 | 97.04平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_jaDd6fZsT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,小区环境优美 居住舒适.绿树蒙阴.格局方正实用,132万,低楼层                                    (共9层)                                                                      | 2012年建 |                                3室2厅 | 96.89平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/d6368e6d-50a7-4411-82d2-4cc968488792_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,小区居住舒适.绿树蒙阴.格局方正实用，南北对流,160万,中楼层                                    (共9层)                                                                  3室2厅 | 109.99平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/14d2d5a3-2ba2-42aa-9d76-64f036c6c6cd_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,花园中间 中间楼层 正南向 证在手,148万,中楼层                                    (共29层)                                                                      | 2010年建 |                                4室2厅 | 151.84平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_DZqE3F6Sd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,此房采光充足 南北对流 户型方正 交通便利,168万,低楼层                                    (共14层)                                                                  4室2厅 | 132.54平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_CfcrZrYIJ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,天湖峰境小高层单证大平层 采光好 双主套,205万,低楼层                                    (共10层)                                                                  4室2厅 | 175.02平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_lakI85dap.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,逸泉韵翠  精装电梯大四房  税费低看房方便,178万,中楼层                                    (共9层)                                                                  4室2厅 | 140.96平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/a90b49a6-2859-4a96-a6a7-3ca2e5b8d618_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,单价低 南向四房大户型，无遮挡 采光好~,160万,低楼层                                    (共9层)                                                                      | 2012年建 |                                4室2厅 | 140.25平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/prod-cfe4223a-6276-47d0-8643-246650f93e25.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,天湖峰境高层洋房，高层望湖景，经典四房,134万,中楼层                                    (共28层)                                                                      | 2010年建 |                                4室2厅 | 151.23平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_FLHJRbzIL.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,天湖峰境高层出售，实用三房，保养新净。,100万,高楼层                                    (共28层)                                                                      | 2010年建 |                                3室2厅 | 115平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_9WRmpqvZr.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,小区环境优美，证过五唯一冰点税费,135万,低楼层                                    (共9层)                                                                  3室2厅 | 109.99平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/e8ba8750-2483-4ee3-a717-99f777634bdd_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,天湖峰境洋房，一梯两户，南北通透，有钥匙即看。,151万,低楼层                                    (共10层)                                                                  3室2厅 | 139.54平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_jyXEs3aix_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,花都,北兴镇,小区居住舒适.绿树蒙阴.格局方正实用，南北对流,176万,低楼层                                    (共9层)                                                                  4室2厅 | 141平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/9051cf56-3dbb-421d-b204-457f080d76ca_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
