20210126,增城,沙村,153万过二年税费少、海伦堡2房望景观湖必看好房,153万,低楼层                                    (共17层)                                                                      | 2008年建 |                                2室2厅 | 83.09平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/42db09e0-6be3-4512-afae-706343c507c9_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,中楼层南北对流，视野开阔无遮挡，采光充足，近地铁必看好房,227.5万,低楼层                                    (共32层)                                                                      | 2011年建 |                                3室2厅 | 108.42平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/1dbd3648-3ae4-4793-aa11-6ed5bc4dba51_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,中间楼层，通风采光好，地铁盘，业主已购新房必看好房,235万,中楼层                                    (共18层)                                                                      | 2009年建 |                                3室2厅 | 93.48平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/37a85cae-5e2d-43b2-b5fe-dd117c330b46_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,南向三房，装修保养好，阳光充足，看房方便,200万,低楼层                                    (共18层)                                                                      | 2012年建 |                                3室2厅 | 96平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/abf7e9a7-661b-4652-9fc8-3c64d48880a4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,万象苑南向高楼层 对流户型 视野开阔必看好房,245万,高楼层                                    (共18层)                                                                      | 2014年建 |                                3室2厅 | 95.07平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/0db33c42-ec31-4258-888f-d40879a7ac43_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,业主诚心出售，方正南向三房，随时可以看房.,178万,高楼层                                    (共6层)                                                                      | 2006年建 |                                3室2厅 | 96.7平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/prod-64f74daa-2c78-4b29-b476-7ca56644ada3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,万象苑大两房全新未入住楼龄新 业主急售诚心卖 望花园,205万,中楼层                                    (共18层)                                                                      | 2014年建 |                                2室2厅 | 86.4平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/a34f05d1-6121-4e13-a6b0-fc98eb18da6b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,此房满两年，户型方正实用，高楼层视野开阔必看好房,155万,高楼层                                    (共17层)                                                                      | 2008年建 |                                2室2厅 | 82.6平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_QkZYlrXkY.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,电梯南向两房，业主诚心出售，离地铁沙村站800米,178万,低楼层                                    (共30层)                                                                      | 2011年建 |                                2室2厅 | 86.68平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/5cd4a3a6-7879-4207-8b2a-d8b8a52e2d16_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,格局方正 正南向 两房 适合刚需客户选择,172万,低楼层                                    (共32层)                                                                      | 2011年建 |                                2室1厅 | 86.59平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_j2h1b0zyj.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,佳兆业安静三房，东南向，看园林，证满两年。保养好。,306万,低楼层                                    (共32层)                                                                      | 2017年建 |                                3室2厅 | 83.85平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/a72893d2-a771-47d3-a189-b357020f9798_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,万象苑3+1户型，样板间全新未入住，望花园景观，南向,320万,低楼层                                    (共16层)                                                                      | 2014年建 |                                4室2厅 | 127.39平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/3c6a4ca2-bcca-4c7f-bfbb-c1f462d3ecd1_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,采光好南向三房，保养新，近地铁，配套成熟,230万,低楼层                                    (共18层)                                                                      | 2012年建 |                                3室2厅 | 95.64平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/c8125141-dcae-47d1-b0dd-cc3b6064f43b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,新塘新世界花园嘉乐苑 3室1厅 南,179万,高楼层                                    (共6层)                                                                      | 2000年建 |                                3室1厅 | 107.96平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/prod-76c88f93-a4c6-409a-8b19-9779a4dafcfb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,新塘新世界花园万象苑 2室2厅 南 北新上,198万,低楼层                                    (共18层)                                                                      | 2012年建 |                                2室2厅 | 84.59平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/c382ad9b-4442-4523-aaa5-a152b8c14016_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,13号线沙村地铁站 南向两房 业主急售,175万,低楼层                                    (共25层)                                                                      | 2011年建 |                                2室1厅 | 86平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_hVZwNCnr5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,满五唯一，少有中层南向三房，装修保养好，万达旁必看好房,194万,中楼层                                    (共18层)                                                                      | 2012年建 |                                3室2厅 | 95.69平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_SGM8XCS4F.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,满五年唯一 采光好，业主自住装修保养好，附家私家电,168万,低楼层                                    (共18层)                                                                      | 2009年建 |                                2室1厅 | 83.33平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/b9150271-3775-49c5-9446-3dfb89a90e55_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,证过二年 产权清晰 诚心放卖 户型方正 方便看房,188万,低楼层                                    (共6层)                                                                  3室1厅 | 96平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/prod-1924670c-4228-4443-8698-8e47c251fa56.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,新世界 3+1户型 装修保养好 业主自住诚心出售,245万,中楼层                                    (共7层)                                                                  3室2厅 | 140.83平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/b14f11a2-a34d-4a43-9b02-fa5b157d4580_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,增城,沙村,万象苑两房 中间楼层，装修保养新望小区花园,210万,低楼层                                    (共18层)                                                                      | 2014年建 |                                2室2厅 | 87.12平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/5f3b395a-788d-498b-91c5-02db4a7229e6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
