20210126,白云,麓景,金麓山庄,43136元/m2,17套在售二手房
20210126,白云,麓景,下塘西路,35037元/m2,33套在售二手房
20210126,白云,麓景,御鹿华轩,34001元/m2,10套在售二手房
20210126,白云,麓景,麓湖盛景,50080元/m2,10套在售二手房
20210126,白云,麓景,麓景路,30928元/m2,15套在售二手房
20210126,白云,麓景,麓景雅苑,54525元/m2,0套在售二手房
20210126,白云,麓景,广园中路,18876元/m2,17套在售二手房
20210126,白云,麓景,狮带岗,42995元/m2,11套在售二手房
20210126,白云,麓景,下塘新村,38192元/m2,9套在售二手房
20210126,白云,麓景,锦绣大厦,41564元/m2,6套在售二手房
20210126,白云,麓景,御鹿华轩山畔雍庭,34459元/m2,4套在售二手房
20210126,白云,麓景,麓湖大厦,47192元/m2,3套在售二手房
20210126,白云,麓景,黄田小区,39271元/m2,3套在售二手房
20210126,白云,麓景,科技馆大院,33567元/m2,2套在售二手房
20210126,白云,麓景,碧翠苑,36663元/m2,8套在售二手房
20210126,白云,麓景,横枝岗56号大院,39745元/m2,4套在售二手房
20210126,白云,麓景,峻峰大厦,52452元/m2,2套在售二手房
20210126,白云,麓景,童心路,32416元/m2,4套在售二手房
20210126,白云,麓景,宝汉直街54号大院,42916元/m2,1套在售二手房
20210126,白云,麓景,广州市牛奶研究所,49305元/m2,0套在售二手房
20210126,白云,麓景,庭芳苑,39473元/m2,0套在售二手房
20210126,白云,麓景,麓景东路,31395元/m2,0套在售二手房
20210126,白云,麓景,广东电大宿舍,39417元/m2,0套在售二手房
20210126,白云,麓景,麓景东大院,44847元/m2,1套在售二手房
20210126,白云,麓景,麓湖居,39412元/m2,2套在售二手房
20210126,白云,麓景,建苑小区,36586元/m2,2套在售二手房
20210126,白云,麓景,南洋电器厂宿舍,暂无,3套在售二手房
20210126,白云,麓景,横枝岗南街,41491元/m2,1套在售二手房
20210126,白云,麓景,下塘东胜街,18854元/m2,0套在售二手房
