20210126,增城,荔城增江,时代倾城(增城区),15703元/m2,59套在售二手房
20210126,增城,荔城增江,敏捷莱茵花园,15918元/m2,73套在售二手房
20210126,增城,荔城增江,敏捷锦绣星辰,13684元/m2,38套在售二手房
20210126,增城,荔城增江,乐活小镇,11260元/m2,64套在售二手房
20210126,增城,荔城增江,金时花园,14501元/m2,38套在售二手房
20210126,增城,荔城增江,碧桂园荔园,14573元/m2,24套在售二手房
20210126,增城,荔城增江,同创滨江,18683元/m2,21套在售二手房
20210126,增城,荔城增江,公园里（春晓花园）,15399元/m2,7套在售二手房
20210126,增城,荔城增江,时代天启,16477元/m2,23套在售二手房
20210126,增城,荔城增江,碧桂园东湖1号,15024元/m2,9套在售二手房
20210126,增城,荔城增江,金凤皇庭,12494元/m2,7套在售二手房
20210126,增城,荔城增江,誉峰江畔花园,12020元/m2,10套在售二手房
20210126,增城,荔城增江,增江街,7138元/m2,4套在售二手房
20210126,增城,荔城增江,保利合锦领秀山,暂无,0套在售二手房
20210126,增城,荔城增江,增江大道,7346元/m2,1套在售二手房
20210126,增城,荔城增江,雅居轩,7878元/m2,1套在售二手房
20210126,增城,荔城增江,富名居小区,11653元/m2,0套在售二手房
20210126,增城,荔城增江,置业花园,6700元/m2,0套在售二手房
20210126,增城,荔城增江,东山富康苑,11700元/m2,2套在售二手房
20210126,增城,荔城增江,农林路,暂无,0套在售二手房
20210126,增城,荔城增江,东桥东路,8538元/m2,3套在售二手房
20210126,增城,荔城增江,增江街-沿江东二路,暂无,1套在售二手房
20210126,增城,荔城增江,增江大道北,7280元/m2,0套在售二手房
20210126,增城,荔城增江,梅花路,暂无,1套在售二手房
20210126,增城,荔城增江,东山路,9216元/m2,0套在售二手房
20210126,增城,荔城增江,光明东街,暂无,1套在售二手房
20210126,增城,荔城增江,光明东路,暂无,0套在售二手房
20210126,增城,荔城增江,水东街,暂无,1套在售二手房
20210126,增城,荔城增江,增江街荔枝山路,暂无,0套在售二手房
20210126,增城,荔城增江,纺织路26号,暂无,0套在售二手房
20210126,增城,荔城增江,江景轩,暂无,0套在售二手房
20210126,增城,荔城增江,广源西路,暂无,0套在售二手房
20210126,增城,荔城增江,马山路,暂无,0套在售二手房
20210126,增城,荔城增江,天桥路,6650元/m2,0套在售二手房
20210126,增城,荔城增江,东湖路(增城),暂无,0套在售二手房
20210126,增城,荔城增江,纺织路(增城),6010元/m2,0套在售二手房
20210126,增城,荔城增江,增江住宅群,暂无,0套在售二手房
20210126,增城,荔城增江,东山路16号,暂无,0套在售二手房
